Simple Multiplication:
1252.30, 1254.81, 1257.32, 1259.82, 1262.33, 1264.84, 1267.34, 1269.85, 1272.36, 1274.87, 1277.37, 1279.88, 1282.39, 1284.89, 1287.40, 1289.91, 1292.42, 1294.92, 1297.43, 1299.94, 1302.44, 1304.95, 1307.46, 1309.97, 1312.47, 1314.98, 1317.49, 1320.00, 1322.50, 1325.01, 1327.52, 1330.02, 
1303.09, 1305.70, 1308.31, 1310.92, 1313.53, 1316.14, 1318.75, 1321.36, 1323.97, 1326.58, 1329.19, 1331.80, 1334.41, 1337.02, 1339.63, 1342.24, 1344.84, 1347.45, 1350.06, 1352.67, 1355.28, 1357.89, 1360.50, 1363.11, 1365.72, 1368.33, 1370.94, 1373.55, 1376.16, 1378.77, 1381.38, 1383.99, 
1353.88, 1356.59, 1359.31, 1362.02, 1364.73, 1367.44, 1370.15, 1372.87, 1375.58, 1378.29, 1381.00, 1383.71, 1386.43, 1389.14, 1391.85, 1394.56, 1397.27, 1399.99, 1402.70, 1405.41, 1408.12, 1410.83, 1413.55, 1416.26, 1418.97, 1421.68, 1424.39, 1427.11, 1429.82, 1432.53, 1435.24, 1437.95, 
1404.67, 1407.49, 1410.30, 1413.12, 1415.93, 1418.74, 1421.56, 1424.37, 1427.19, 1430.00, 1432.82, 1435.63, 1438.44, 1441.26, 1444.07, 1446.89, 1449.70, 1452.52, 1455.33, 1458.15, 1460.96, 1463.77, 1466.59, 1469.40, 1472.22, 1475.03, 1477.85, 1480.66, 1483.48, 1486.29, 1489.10, 1491.92, 
1455.46, 1458.38, 1461.30, 1464.21, 1467.13, 1470.05, 1472.96, 1475.88, 1478.80, 1481.71, 1484.63, 1487.55, 1490.46, 1493.38, 1496.30, 1499.21, 1502.13, 1505.05, 1507.96, 1510.88, 1513.80, 1516.72, 1519.63, 1522.55, 1525.47, 1528.38, 1531.30, 1534.22, 1537.13, 1540.05, 1542.97, 1545.88, 
1506.25, 1509.27, 1512.29, 1515.31, 1518.33, 1521.35, 1524.37, 1527.39, 1530.41, 1533.43, 1536.44, 1539.46, 1542.48, 1545.50, 1548.52, 1551.54, 1554.56, 1557.58, 1560.60, 1563.62, 1566.64, 1569.66, 1572.68, 1575.69, 1578.71, 1581.73, 1584.75, 1587.77, 1590.79, 1593.81, 1596.83, 1599.85, 
1557.04, 1560.16, 1563.29, 1566.41, 1569.53, 1572.65, 1575.77, 1578.89, 1582.02, 1585.14, 1588.26, 1591.38, 1594.50, 1597.62, 1600.75, 1603.87, 1606.99, 1610.11, 1613.23, 1616.35, 1619.48, 1622.60, 1625.72, 1628.84, 1631.96, 1635.08, 1638.20, 1641.33, 1644.45, 1647.57, 1650.69, 1653.81, 
1607.83, 1611.06, 1614.28, 1617.51, 1620.73, 1623.95, 1627.18, 1630.40, 1633.63, 1636.85, 1640.07, 1643.30, 1646.52, 1649.75, 1652.97, 1656.19, 1659.42, 1662.64, 1665.87, 1669.09, 1672.31, 1675.54, 1678.76, 1681.99, 1685.21, 1688.43, 1691.66, 1694.88, 1698.11, 1701.33, 1704.55, 1707.78, 

Optimized Multiplication:
33.33, 34.00, 34.75, 35.58, 36.49, 37.48, 38.55, 39.71, 33.73, 34.41, 35.18, 36.03, 36.96, 37.97, 39.07, 40.24, 34.12, 34.83, 35.62, 36.48, 37.43, 38.46, 39.58, 40.77, 34.52, 35.25, 36.05, 36.94, 37.91, 38.96, 40.09, 41.30, 
87.19, 88.58, 89.43, 90.36, 91.37, 92.47, 93.64, 94.90, 88.41, 89.81, 90.68, 91.63, 92.67, 93.78, 94.98, 96.25, 89.63, 91.05, 91.94, 92.91, 93.96, 95.09, 96.31, 97.60, 90.84, 92.28, 93.19, 94.18, 95.25, 96.40, 97.64, 98.95, 
146.05, 147.53, 149.10, 150.14, 151.25, 152.45, 153.73, 155.09, 148.08, 149.59, 151.17, 152.23, 153.36, 154.58, 155.88, 157.26, 150.12, 151.64, 153.25, 154.32, 155.48, 156.71, 158.03, 159.43, 152.15, 153.70, 155.32, 156.41, 157.59, 158.84, 160.18, 161.60, 
209.89, 211.48, 213.15, 214.90, 216.12, 217.42, 218.80, 220.27, 212.75, 214.36, 216.04, 217.82, 219.05, 220.37, 221.77, 223.26, 215.60, 217.23, 218.94, 220.73, 221.98, 223.32, 224.74, 226.24, 218.46, 220.10, 221.83, 223.64, 224.92, 226.27, 227.71, 229.23, 
278.73, 280.42, 282.20, 284.05, 285.98, 287.39, 288.87, 290.44, 282.41, 284.12, 285.91, 287.78, 289.73, 291.16, 292.66, 294.24, 286.08, 287.81, 289.62, 291.51, 293.48, 294.93, 296.45, 298.05, 289.75, 291.50, 293.33, 295.24, 297.24, 298.70, 300.24, 301.86, 
352.56, 354.36, 356.23, 358.19, 360.22, 362.34, 363.93, 365.60, 357.06, 358.87, 360.76, 362.74, 364.79, 366.93, 368.54, 370.22, 361.55, 363.38, 365.29, 367.29, 369.36, 371.52, 373.15, 374.85, 366.04, 367.89, 369.82, 371.84, 373.93, 376.11, 377.75, 379.48, 
431.39, 433.28, 435.26, 437.32, 439.46, 441.68, 443.98, 445.75, 436.70, 438.61, 440.61, 442.69, 444.84, 447.09, 449.41, 451.20, 442.01, 443.94, 445.96, 448.06, 450.23, 452.49, 454.84, 456.64, 447.32, 449.27, 451.31, 453.42, 455.62, 457.90, 460.26, 462.09, 
515.20, 517.20, 519.28, 521.44, 523.68, 526.00, 528.41, 530.90, 521.33, 523.35, 525.45, 527.63, 529.89, 532.23, 534.66, 537.16, 527.46, 529.50, 531.62, 533.82, 536.10, 538.46, 540.90, 543.43, 533.59, 535.65, 537.79, 540.00, 542.30, 544.69, 547.15, 549.69, 
439.65, 441.14, 442.71, 444.36, 446.09, 447.90, 449.79, 451.77, 446.60, 448.11, 449.70, 451.36, 453.11, 454.94, 456.86, 458.85, 453.56, 455.08, 456.68, 458.37, 460.14, 461.99, 463.92, 465.94, 460.51, 462.05, 463.67, 465.38, 467.17, 469.04, 470.99, 473.02, 
513.18, 515.38, 517.05, 518.80, 520.63, 522.55, 524.54, 526.62, 520.95, 523.17, 524.86, 526.63, 528.48, 530.41, 532.43, 534.53, 528.72, 530.96, 532.67, 534.46, 536.33, 538.28, 540.31, 542.43, 536.49, 538.75, 540.47, 542.28, 544.17, 546.14, 548.20, 550.33, 
591.69, 594.00, 596.38, 598.24, 600.17, 602.19, 604.29, 606.47, 600.28, 602.61, 605.01, 606.88, 608.84, 610.87, 612.99, 615.19, 608.87, 611.21, 613.64, 615.53, 617.50, 619.56, 621.70, 623.91, 617.46, 619.82, 622.27, 624.18, 626.17, 628.24, 630.40, 632.64, 
675.20, 677.61, 680.10, 682.67, 684.70, 686.82, 689.02, 691.31, 684.61, 687.03, 689.54, 692.13, 694.19, 696.33, 698.55, 700.85, 694.02, 696.46, 698.99, 701.60, 703.67, 705.83, 708.07, 710.39, 703.42, 705.89, 708.44, 711.06, 713.16, 715.34, 717.59, 719.93, 
763.70, 766.21, 768.80, 771.47, 774.23, 776.45, 778.75, 781.14, 773.93, 776.46, 779.07, 781.76, 784.53, 786.77, 789.09, 791.50, 784.15, 786.70, 789.33, 792.04, 794.84, 797.10, 799.44, 801.86, 794.38, 796.95, 799.60, 802.33, 805.14, 807.42, 809.78, 812.22, 
857.19, 859.80, 862.50, 865.27, 868.13, 871.07, 873.47, 875.96, 868.24, 870.87, 873.58, 876.38, 879.25, 882.21, 884.63, 887.14, 879.28, 881.93, 884.67, 887.48, 890.37, 893.35, 895.80, 898.32, 890.33, 893.00, 895.75, 898.58, 901.50, 904.49, 906.96, 909.50, 
955.67, 958.39, 961.18, 964.06, 967.02, 970.06, 973.18, 975.77, 967.54, 970.27, 973.09, 975.98, 978.96, 982.02, 985.16, 987.77, 979.40, 982.16, 984.99, 987.91, 990.91, 993.98, 997.15, 999.77, 991.27, 994.04, 996.90, 999.83, 1002.85, 1005.95, 1009.13, 1011.77, 
1059.15, 1061.97, 1064.86, 1067.84, 1070.91, 1074.05, 1077.27, 1080.58, 1071.83, 1074.67, 1077.59, 1080.59, 1083.67, 1086.83, 1090.07, 1093.40, 1084.52, 1087.37, 1090.31, 1093.33, 1096.43, 1099.61, 1102.87, 1106.22, 1097.20, 1100.08, 1103.03, 1106.07, 1109.19, 1112.39, 1115.67, 1119.04, 
845.98, 848.28, 850.67, 853.14, 855.69, 858.32, 861.03, 863.82, 859.48, 861.81, 864.21, 866.70, 869.27, 871.92, 874.65, 877.46, 872.99, 875.33, 877.75, 880.26, 882.85, 885.52, 888.27, 891.10, 886.49, 888.85, 891.30, 893.82, 896.43, 899.12, 901.89, 904.74, 
939.16, 942.18, 944.67, 947.24, 949.89, 952.63, 955.44, 958.34, 953.48, 956.53, 959.03, 961.62, 964.29, 967.05, 969.88, 972.80, 967.81, 970.87, 973.40, 976.00, 978.69, 981.47, 984.32, 987.26, 982.13, 985.21, 987.76, 990.38, 993.09, 995.89, 998.76, 1001.71, 
1037.34, 1040.46, 1043.67, 1046.34, 1049.09, 1051.93, 1054.85, 1057.85, 1052.48, 1055.62, 1058.85, 1061.54, 1064.31, 1067.17, 1070.11, 1073.12, 1067.62, 1070.78, 1074.03, 1076.74, 1079.53, 1082.41, 1085.36, 1088.40, 1082.76, 1085.95, 1089.21, 1091.94, 1094.75, 1097.65, 1100.62, 1103.68, 
1140.51, 1143.73, 1147.04, 1150.43, 1153.29, 1156.22, 1159.24, 1162.35, 1156.47, 1159.71, 1163.04, 1166.45, 1169.32, 1172.28, 1175.32, 1178.44, 1172.43, 1175.69, 1179.04, 1182.47, 1185.36, 1188.34, 1191.40, 1194.54, 1188.39, 1191.67, 1195.04, 1198.49, 1201.40, 1204.40, 1207.48, 1210.63, 
1248.67, 1251.99, 1255.40, 1258.90, 1262.47, 1265.51, 1268.63, 1271.84, 1265.45, 1268.79, 1272.22, 1275.74, 1279.33, 1282.39, 1285.53, 1288.75, 1282.23, 1285.59, 1289.04, 1292.57, 1296.19, 1299.26, 1302.43, 1305.67, 1299.01, 1302.39, 1305.86, 1309.41, 1313.04, 1316.14, 1319.32, 1322.58, 
1361.82, 1365.25, 1368.76, 1372.36, 1376.03, 1379.79, 1383.01, 1386.32, 1379.42, 1382.87, 1386.40, 1390.01, 1393.71, 1397.49, 1400.73, 1404.06, 1397.02, 1400.49, 1404.04, 1407.67, 1411.39, 1415.18, 1418.44, 1421.79, 1414.62, 1418.11, 1421.68, 1425.33, 1429.06, 1432.88, 1436.16, 1439.52, 
1479.96, 1483.49, 1487.11, 1490.81, 1494.59, 1498.45, 1502.39, 1505.80, 1498.38, 1501.93, 1505.57, 1509.28, 1513.08, 1516.96, 1520.92, 1524.35, 1516.80, 1520.37, 1524.03, 1527.76, 1531.58, 1535.48, 1539.46, 1542.90, 1535.22, 1538.81, 1542.48, 1546.24, 1550.07, 1553.99, 1557.99, 1561.46, 
1603.10, 1606.73, 1610.45, 1614.25, 1618.13, 1622.09, 1626.14, 1630.26, 1622.34, 1625.99, 1629.73, 1633.55, 1637.45, 1641.43, 1645.49, 1649.64, 1641.57, 1645.25, 1649.00, 1652.84, 1656.76, 1660.76, 1664.84, 1669.01, 1660.81, 1664.51, 1668.28, 1672.14, 1676.08, 1680.10, 1684.20, 1688.38, 
1252.30, 1255.42, 1258.63, 1261.92, 1265.29, 1268.74, 1272.27, 1275.88, 1272.36, 1275.50, 1278.73, 1282.03, 1285.42, 1288.89, 1292.44, 1296.07, 1292.42, 1295.58, 1298.82, 1302.15, 1305.56, 1309.04, 1312.61, 1316.27, 1312.47, 1315.66, 1318.92, 1322.26, 1325.69, 1329.20, 1332.79, 1336.46, 
1365.15, 1368.99, 1372.29, 1375.68, 1379.16, 1382.71, 1386.34, 1390.06, 1386.02, 1389.88, 1393.21, 1396.62, 1400.11, 1403.68, 1407.33, 1411.07, 1406.90, 1410.78, 1414.12, 1417.55, 1421.06, 1424.65, 1428.33, 1432.08, 1427.78, 1431.67, 1435.04, 1438.49, 1442.02, 1445.63, 1449.32, 1453.09, 
1482.98, 1486.93, 1490.95, 1494.44, 1498.02, 1501.67, 1505.41, 1509.23, 1504.68, 1508.64, 1512.68, 1516.20, 1519.79, 1523.46, 1527.22, 1531.06, 1526.37, 1530.36, 1534.42, 1537.95, 1541.56, 1545.26, 1549.03, 1552.89, 1548.07, 1552.07, 1556.15, 1559.70, 1563.33, 1567.05, 1570.84, 1574.72, 
1605.81, 1609.86, 1613.98, 1618.19, 1621.87, 1625.63, 1629.47, 1633.39, 1628.33, 1632.39, 1636.54, 1640.77, 1644.46, 1648.24, 1652.10, 1656.04, 1650.84, 1654.93, 1659.09, 1663.34, 1667.05, 1670.85, 1674.73, 1678.69, 1673.36, 1677.46, 1681.64, 1685.91, 1689.64, 1693.46, 1697.36, 1701.34, 
1733.63, 1737.78, 1742.01, 1746.32, 1750.71, 1754.57, 1758.52, 1762.54, 1756.97, 1761.13, 1765.38, 1769.71, 1774.12, 1778.00, 1781.96, 1786.01, 1780.30, 1784.49, 1788.76, 1793.10, 1797.54, 1801.43, 1805.41, 1809.48, 1803.64, 1807.84, 1812.13, 1816.50, 1820.95, 1824.86, 1828.86, 1832.95, 
1866.44, 1870.70, 1875.03, 1879.44, 1883.94, 1888.51, 1892.56, 1896.68, 1890.60, 1894.87, 1899.22, 1903.65, 1908.17, 1912.76, 1916.83, 1920.97, 1914.75, 1919.04, 1923.41, 1927.86, 1932.40, 1937.01, 1941.09, 1945.26, 1938.91, 1943.21, 1947.60, 1952.07, 1956.63, 1961.26, 1965.36, 1969.55, 
2004.25, 2008.60, 2013.04, 2017.55, 2022.15, 2026.83, 2031.59, 2035.82, 2029.22, 2033.59, 2038.05, 2042.58, 2047.20, 2051.90, 2056.68, 2060.93, 2054.20, 2058.59, 2063.06, 2067.61, 2072.25, 2076.97, 2081.77, 2086.03, 2079.17, 2083.58, 2088.07, 2092.64, 2097.30, 2102.04, 2106.85, 2111.14, 
2147.05, 2151.50, 2156.04, 2160.66, 2165.36, 2170.14, 2175.00, 2179.95, 2172.84, 2177.31, 2181.87, 2186.51, 2191.23, 2196.03, 2200.91, 2205.87, 2198.63, 2203.12, 2207.70, 2212.36, 2217.09, 2221.91, 2226.82, 2231.80, 2224.42, 2228.94, 2233.53, 2238.21, 2242.96, 2247.80, 2252.72, 2257.73, 
